588000, 134805.75, 45145.25, 16000
589000, 134426.10, 45445.20, 13000
590000, 134288.90, 48319.50, 23000
591000, 135167.45, 45737.55, 21000
592000, 132819.05, 43963.40, 13000
593000, 133603.40, 44889.30, 17000
594000, 135679.25, 45417.95, 15000
595000, 134809.00, 45852.65, 17000
596000, 134911.30, 45830.70, 28000
597000, 136620.55, 44695.75, 15000
598000, 135425.10, 43792.60, 16000
599000, 136971.35, 46736.35, 22000
600000, 136970.00, 46666.10, 24000
601000, 136582.20, 44137.85, 21000
602000, 137526.50, 45741.60, 15000
603000, 135704.45, 44443.45, 13000
604000, 135801.95, 45963.50, 17000
605000, 137877.95, 45587.10, 22000
606000, 137386.25, 46403.35, 29000
607000, 137521.90, 46451.90, 22000
608000, 137661.65, 44276.75, 15000
609000, 138139.05, 44241.15, 9000
610000, 138538.00, 45096.25, 20000
611000, 137897.00, 43486.55, 22000
612000, 141633.30, 48706.50, 21000
613000, 137870.80, 45860.65, 20000
614000, 139441.95, 44170.10, 14000
615000, 139601.25, 45970.10, 19000
616000, 142448.35, 45703.85, 12000
617000, 140712.70, 47480.70, 18000
618000, 139820.35, 43427.60, 16000
619000, 141455.25, 46318.00, 12000
620000, 141674.10, 48135.05, 19000
621000, 141425.75, 47069.05, 13000
622000, 141251.05, 45090.95, 23000
623000, 140503.75, 47250.05, 26000
624000, 141968.95, 47753.70, 16000
625000, 141738.90, 46785.85, 21000
626000, 142345.95, 45454.35, 13000
627000, 142674.95, 46864.55, 16000
628000, 141823.05, 46666.85, 22000
629000, 145018.80, 46610.50, 14000
630000, 142365.65, 46302.55, 22000
631000, 142758.60, 45694.35, 13000
632000, 145725.90, 47763.70, 16000
633000, 143854.60, 46874.50, 19000
634000, 142990.35, 47522.45, 20000
635000, 144555.50, 48078.15, 26000
636000, 145056.25, 48429.25, 12000
637000, 144938.60, 45260.50, 15000
638000, 144641.85, 46986.55, 16000
639000, 145948.65, 49457.50, 17000
640000, 147067.95, 49263.05, 13000
641000, 146464.00, 46548.10, 15000
642000, 145310.80, 45239.05, 15000
643000, 147223.40, 48948.90, 21000
644000, 145958.95, 46545.85, 19000
645000, 147423.20, 48156.80, 20000
646000, 147545.95, 50856.95, 18000
647000, 147530.80, 49197.75, 19000
648000, 148301.50, 47978.10, 15000
649000, 147389.25, 50141.55, 17000
650000, 147849.85, 48710.25, 13000
651000, 148090.30, 47843.85, 18000
652000, 148233.25, 48405.40, 15000
653000, 150775.25, 49738.35, 16000
654000, 149482.90, 47936.55, 16000
655000, 149203.10, 47152.10, 23000
656000, 148519.80, 47948.50, 14000
657000, 151517.50, 48397.05, 14000
658000, 151145.55, 48688.30, 22000
659000, 150231.70, 50151.10, 13000
660000, 149555.50, 46929.90, 17000
661000, 151260.45, 50625.55, 16000
662000, 150837.70, 47800.60, 12000
663000, 150710.25, 47703.35, 16000
664000, 151680.25, 48455.00, 18000
665000, 150957.20, 47790.95, 20000
666000, 151790.70, 48381.00, 23000
667000, 152332.60, 49193.75, 14000
668000, 154030.80, 50131.60, 20000
669000, 153689.80, 51507.80, 13000
670000, 153170.10, 51356.55, 17000
671000, 154401.15, 49359.20, 13000
672000, 152614.40, 48497.70, 25000
673000, 155344.00, 48941.00, 24000
674000, 153560.15, 49149.65, 14000
675000, 154788.45, 50341.00, 16000
676000, 154934.75, 51193.20, 19000
677000, 155010.15, 50266.15, 18000
678000, 155033.15, 50460.05, 26000
679000, 154880.85, 48964.20, 16000
680000, 156969.25, 53062.05, 20000
681000, 155947.35, 52216.30, 24000
682000, 156869.90, 52038.45, 20000
683000, 157105.05, 48892.00, 12000
684000, 156644.90, 48789.30, 24000
685000, 155898.65, 50978.05, 22000
686000, 156072.70, 49831.35, 24000
687000, 158162.80, 50131.40, 15000
688000, 157831.20, 51102.85, 12000
689000, 159185.80, 53200.90, 14000
690000, 157538.95, 50259.95, 15000
691000, 158214.90, 51152.05, 15000
692000, 156997.35, 51572.40, 21000
693000, 158748.05, 53179.30, 25000
694000, 157634.25, 52495.10, 22000
695000, 160365.45, 53953.15, 18000
696000, 158205.40, 52437.75, 20000
697000, 159380.75, 51704.30, 24000
698000, 160754.00, 53350.50, 14000
699000, 160114.85, 50454.30, 22000
700000, 160102.80, 52584.25, 17000
701000, 160698.20, 50647.80, 19000
702000, 160414.10, 49705.20, 28000
703000, 161501.85, 53191.50, 18000
704000, 161426.25, 53375.95, 20000
705000, 163284.90, 54433.75, 14000
